Player,Nation,Nation_code,Pos,Pos_group,Age,Playing Time 90s,weighted_score_norm2,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes xG,Per 90 Minutes npxG,Per 90 Minutes xAG,PrgC_p90,PrgP_p90,PrgR_p90,CrdY_p90,CrdR_p90
Ryan Gravenberch,nl NED,NED,MF,MID,21.0,12.5,45.809999999999995,0.08,0.0,0.16,0.16,0.07,3.12,6.24,5.68,0.0,0.0
David Raum,de GER,GER,DF,DEF,25.0,30.4,45.69526315789474,0.07,0.26,0.02,0.02,0.24,2.5328947368421053,4.309210526315789,8.092105263157896,0.19736842105263158,0.0
Vitinha,pt POR,POR,MF,MID,23.0,23.6,45.615932203389825,0.3,0.17,0.13,0.13,0.13,1.7372881355932202,7.711864406779661,5.169491525423728,0.0,0.0
Frenkie de Jong,nl NED,NED,MF,MID,26.0,18.2,45.605054945054945,0.11,0.0,0.04,0.04,0.12,3.7912087912087915,9.230769230769232,2.087912087912088,0.38461538461538464,0.0
Azzedine Ounahi,ma MAR,MAR,MF,MID,23.0,13.4,45.322238805970144,0.15,0.0,0.07,0.07,0.11,2.388059701492537,7.313432835820896,5.223880597014925,0.22388059701492538,0.0
Alfonso Pedraza,es ESP,ESP,DF,DEF,27.0,12.4,45.302903225806446,0.08,0.24,0.05,0.05,0.29,4.516129032258064,2.5,7.82258064516129,0.3225806451612903,0.08064516129032258
Rayan Cherki,fr FRA,FRA,"MF,FW",FWD,19.0,19.1,45.26607329842932,0.05,0.31,0.27,0.27,0.22,4.869109947643978,7.225130890052355,9.528795811518323,0.0,0.0
Curtis Jones,eng ENG,ENG,MF,MID,22.0,13.0,45.18076923076923,0.08,0.08,0.2,0.2,0.05,2.3846153846153846,5.6923076923076925,6.769230769230769,0.23076923076923078,0.07692307692307693
Konrad Laimer,at AUT,AUT,"DF,MF",MID,26.0,19.7,44.703299492385796,0.0,0.15,0.05,0.05,0.2,3.1472081218274113,6.446700507614214,4.974619289340102,0.15228426395939088,0.0
Rodrygo,br BRA,BRA,FW,FWD,22.0,26.4,44.68590909090909,0.38,0.19,0.44,0.41,0.15,6.022727272727273,3.409090909090909,11.401515151515152,0.07575757575757576,0.0
Trent Alexander-Arnold,eng ENG,ENG,DF,DEF,24.0,23.9,44.480439330543945,0.13,0.17,0.11,0.1,0.3,1.882845188284519,8.577405857740587,4.058577405857741,0.2510460251046025,0.0
Michael Olise,fr FRA,FRA,"FW,MF",FWD,21.0,14.2,44.30661971830986,0.71,0.42,0.39,0.33,0.41,4.788732394366197,5.492957746478874,9.43661971830986,0.0,0.0
Rodrigo De Paul,ar ARG,ARG,MF,MID,29.0,23.1,44.29411255411255,0.13,0.22,0.08,0.08,0.22,3.16017316017316,8.744588744588745,2.380952380952381,0.30303030303030304,0.0
Josip Stanišić,hr CRO,CRO,DF,DEF,23.0,14.0,44.14,0.21,0.07,0.05,0.05,0.12,3.5,6.571428571428571,4.5,0.21428571428571427,0.0
Rafael Leão,pt POR,POR,FW,FWD,24.0,27.9,44.00100358422939,0.32,0.32,0.36,0.36,0.32,5.734767025089606,4.193548387096774,10.501792114695341,0.17921146953405018,0.0
Amine Adli,ma MAR,MAR,"MF,FW",FWD,23.0,10.0,43.75,0.4,0.6,0.33,0.33,0.23,3.2,3.9,13.1,0.5,0.0
Ruben Aguilar,fr FRA,FRA,DF,DEF,30.0,21.4,43.71738317757009,0.05,0.14,0.07,0.07,0.14,1.6822429906542058,5.140186915887851,7.570093457943925,0.14018691588785048,0.0
Ismail Jakobs,sn SEN,SEN,DF,DEF,23.0,16.3,43.48343558282208,0.06,0.12,0.08,0.08,0.11,2.6993865030674846,3.4355828220858893,8.159509202453988,0.0,0.0
Rémy Cabella,fr FRA,FRA,"FW,MF",FWD,33.0,16.4,43.17951219512196,0.12,0.12,0.32,0.32,0.2,4.390243902439025,6.463414634146342,9.756097560975611,0.0,0.0
Nico Williams,es ESP,ESP,FW,FWD,21.0,25.1,43.078247011952186,0.2,0.44,0.24,0.24,0.22,5.697211155378485,2.6294820717131473,12.03187250996016,0.2390438247011952,0.0398406374501992
Pep Chavarría,es ESP,ESP,"DF,MF",MID,25.0,13.0,43.074615384615385,0.08,0.08,0.07,0.07,0.05,2.1538461538461537,5.6923076923076925,6.461538461538462,0.46153846153846156,0.07692307692307693
Pascal Stenzel,de GER,GER,DF,DEF,27.0,11.8,43.02016949152542,0.0,0.42,0.03,0.03,0.27,2.8813559322033897,7.203389830508474,3.8983050847457625,0.2542372881355932,0.0847457627118644
Désiré Doué,fr FRA,FRA,"MF,FW",FWD,18.0,18.1,42.73872928176795,0.22,0.22,0.13,0.13,0.21,4.30939226519337,6.685082872928176,9.502762430939226,0.16574585635359115,0.0
David Pereira da Costa,pt POR,POR,MF,MID,22.0,16.6,42.6733734939759,0.24,0.12,0.18,0.18,0.21,3.192771084337349,4.397590361445783,6.08433734939759,0.18072289156626503,0.0
Raheem Sterling,eng ENG,ENG,"FW,MF",FWD,28.0,22.0,42.391818181818174,0.36,0.18,0.29,0.29,0.2,5.454545454545454,3.5454545454545454,11.0,0.3181818181818182,0.0
Bernardo Silva,pt POR,POR,"MF,FW",FWD,28.0,28.6,42.249930069930066,0.21,0.31,0.13,0.13,0.27,4.895104895104895,6.188811188811188,9.09090909090909,0.2797202797202797,0.0
Ernest Nuamah,gh GHA,GHA,"FW,MF",FWD,19.0,20.4,42.218235294117655,0.15,0.1,0.2,0.2,0.19,5.147058823529412,3.6274509803921573,11.61764705882353,0.19607843137254904,0.0
Arne Maier,de GER,GER,MF,MID,24.0,11.1,42.079729729729735,0.18,0.36,0.14,0.14,0.21,1.5315315315315317,5.765765765765766,5.9459459459459465,0.0,0.0
Federico Valverde,uy URU,URU,MF,MID,25.0,32.3,42.066315789473684,0.06,0.22,0.11,0.11,0.18,3.2198142414860684,7.15170278637771,3.1578947368421058,0.061919504643962855,0.0
Denzel Dumfries,nl NED,NED,DF,DEF,27.0,18.2,42.034285714285716,0.22,0.22,0.12,0.12,0.27,2.7472527472527473,2.8021978021978025,8.076923076923077,0.10989010989010989,0.054945054945054944
Junior Dina Ebimbe,fr FRA,FRA,"MF,DF",MID,22.0,21.7,42.00649769585254,0.23,0.14,0.23,0.23,0.13,2.6267281105990783,3.640552995391705,7.235023041474655,0.2304147465437788,0.0
Nahuel Molina,ar ARG,ARG,DF,DEF,25.0,20.6,42.0021359223301,0.1,0.15,0.06,0.06,0.14,2.2815533980582523,3.3009708737864076,8.252427184466018,0.1941747572815534,0.04854368932038835
Théo Le Bris,fr FRA,FRA,"DF,MF",MID,20.0,16.8,41.93095238095238,0.0,0.12,0.07,0.07,0.1,3.333333333333333,3.452380952380952,6.964285714285714,0.11904761904761904,0.0
Charles De Ketelaere,be BEL,BEL,"FW,MF",FWD,22.0,22.5,41.90944444444444,0.44,0.36,0.31,0.28,0.27,3.911111111111111,5.6,9.733333333333333,0.044444444444444446,0.0
Maximilian Mittelstädt,de GER,GER,DF,DEF,26.0,23.4,41.898376068376066,0.09,0.17,0.04,0.04,0.18,2.9914529914529915,5.256410256410256,5.512820512820513,0.2136752136752137,0.0
Adrien Truffert,fr FRA,FRA,DF,DEF,21.0,23.8,41.77453781512605,0.04,0.08,0.07,0.07,0.08,2.142857142857143,4.117647058823529,7.605042016806722,0.25210084033613445,0.0
Romain Del Castillo,fr FRA,FRA,FW,FWD,27.0,27.7,41.66637184115524,0.29,0.29,0.19,0.1,0.36,3.6462093862815887,5.5956678700361016,10.36101083032491,0.1444043321299639,0.0
Chris Führich,de GER,GER,"FW,MF",FWD,25.0,28.5,41.562543859649125,0.28,0.25,0.23,0.2,0.28,5.368421052631579,5.087719298245614,9.087719298245615,0.07017543859649122,0.0
Jordan Veretout,fr FRA,FRA,MF,MID,30.0,24.3,41.519218106995886,0.04,0.08,0.12,0.12,0.21,2.1810699588477367,7.983539094650205,3.333333333333333,0.1646090534979424,0.0
Ulisses Garcia,ch SUI,SUI,DF,DEF,27.0,10.1,41.51712871287128,0.0,0.0,0.05,0.05,0.09,2.0792079207920793,5.148514851485149,6.534653465346535,0.0,0.0
Harvey Elliott,eng ENG,ENG,"MF,FW",FWD,20.0,15.0,41.46666666666666,0.2,0.4,0.18,0.18,0.23,2.933333333333333,8.533333333333333,8.133333333333333,0.13333333333333333,0.0
Óliver Torres,es ESP,ESP,MF,MID,28.0,18.0,41.43333333333333,0.0,0.06,0.03,0.03,0.12,2.2222222222222223,5.333333333333333,6.111111111111111,0.16666666666666666,0.0
Maxence Caqueret,fr FRA,FRA,MF,MID,23.0,33.6,41.31738095238095,0.03,0.09,0.06,0.06,0.18,2.083333333333333,8.511904761904761,2.857142857142857,0.02976190476190476,0.0
Sávio,br BRA,BRA,"FW,MF",FWD,19.0,33.1,41.312175226586106,0.27,0.3,0.18,0.18,0.24,5.468277945619335,2.809667673716012,11.238670694864048,0.1510574018126888,0.0
Jamal Musiala,de GER,GER,"MF,FW",FWD,20.0,19.5,41.305897435897435,0.51,0.26,0.4,0.4,0.31,5.282051282051282,5.128205128205129,8.35897435897436,0.10256410256410256,0.0
Andy Diouf,fr FRA,FRA,MF,MID,20.0,14.6,41.12794520547945,0.07,0.0,0.1,0.1,0.08,4.315068493150685,5.47945205479452,3.767123287671233,0.136986301369863,0.0
Quentin Merlin,fr FRA,FRA,DF,DEF,21.0,14.3,41.0693006993007,0.0,0.07,0.05,0.05,0.09,2.3776223776223775,6.8531468531468525,4.335664335664336,0.0,0.0
Jonathan Viera,es ESP,ESP,MF,MID,33.0,10.1,40.75188118811881,0.0,0.3,0.13,0.13,0.26,3.4653465346534653,6.732673267326733,2.871287128712871,0.297029702970297,0.09900990099009901
Mário Rui,pt POR,POR,DF,DEF,32.0,13.4,40.73925373134328,0.0,0.15,0.01,0.01,0.14,2.462686567164179,6.716417910447761,4.402985074626866,0.5223880597014925,0.07462686567164178
Javi Galán,es ESP,ESP,DF,DEF,28.0,11.9,40.62613445378151,0.0,0.08,0.01,0.01,0.06,3.865546218487395,3.7815126050420167,5.88235294117647,0.25210084033613445,0.0
Brahim Díaz,ma MAR,MAR,"FW,MF",FWD,23.0,17.2,40.48046511627907,0.47,0.35,0.33,0.33,0.26,4.4186046511627906,4.3604651162790695,9.651162790697676,0.0,0.0
Luis Díaz,co COL,COL,FW,FWD,26.0,29.2,40.4654794520548,0.27,0.17,0.41,0.41,0.19,4.691780821917808,3.8698630136986303,10.342465753424658,0.10273972602739727,0.0
Marius Wolf,de GER,GER,DF,DEF,28.0,13.0,40.46,0.0,0.08,0.04,0.04,0.13,2.769230769230769,4.538461538461538,6.076923076923077,0.15384615384615385,0.0
Enzo Le Fée,fr FRA,FRA,MF,MID,23.0,17.0,40.452352941176464,0.0,0.06,0.03,0.03,0.11,2.6470588235294117,7.294117647058823,3.411764705882353,0.17647058823529413,0.0
Mitchell Weiser,de GER,GER,"DF,MF",MID,29.0,29.3,40.439590443685994,0.1,0.24,0.13,0.13,0.14,2.7645051194539247,3.78839590443686,6.450511945392491,0.1706484641638225,0.0
Takefusa Kubo,jp JPN,JPN,"FW,MF",FWD,22.0,23.9,40.31715481171548,0.29,0.17,0.15,0.15,0.27,5.6903765690376575,3.7238493723849375,9.665271966527197,0.041841004184100423,0.0
Ramy Bensebaini,dz ALG,ALG,DF,DEF,28.0,11.5,40.21,0.0,0.0,0.15,0.15,0.03,1.4782608695652173,6.521739130434782,5.478260869565218,0.34782608695652173,0.08695652173913043
Cole Palmer,eng ENG,ENG,"FW,MF",FWD,21.0,29.0,40.17706896551724,0.76,0.38,0.63,0.38,0.38,4.0344827586206895,6.793103448275862,6.724137931034483,0.2413793103448276,0.0
Yan Couto,br BRA,BRA,"DF,FW",FWD,21.0,24.9,40.15550200803214,0.04,0.32,0.06,0.06,0.17,6.06425702811245,3.895582329317269,9.63855421686747,0.321285140562249,0.0
Jesús Navas,es ESP,ESP,DF,DEF,37.0,22.3,40.14578475336323,0.0,0.09,0.01,0.01,0.09,2.42152466367713,4.618834080717488,6.322869955156951,0.26905829596412556,0.04484304932735426
Youssouf Fofana,fr FRA,FRA,MF,MID,24.0,30.0,40.02,0.13,0.13,0.17,0.17,0.11,1.7666666666666666,8.3,2.8666666666666667,0.1,0.0
Leon Goretzka,de GER,GER,MF,MID,28.0,24.9,39.94036144578314,0.24,0.28,0.2,0.2,0.21,2.6506024096385543,7.068273092369478,2.85140562248996,0.12048192771084339,0.0
Kieran Trippier,eng ENG,ENG,DF,DEF,32.0,24.8,39.85709677419355,0.04,0.4,0.03,0.03,0.3,1.3709677419354838,6.330645161290322,5.161290322580645,0.20161290322580644,0.0
Rodri,es ESP,ESP,"FW,MF",FWD,23.0,11.7,39.78623931623932,0.0,0.0,0.09,0.09,0.1,4.188034188034188,5.555555555555556,9.914529914529915,0.0,0.0
Kyle Walker,eng ENG,ENG,DF,DEF,33.0,30.7,39.76596091205212,0.0,0.13,0.01,0.01,0.09,2.41042345276873,5.114006514657981,5.602605863192182,0.06514657980456026,0.0
Enzo Fernández,ar ARG,ARG,MF,MID,22.0,24.5,39.748163265306125,0.12,0.08,0.25,0.19,0.14,2.122448979591837,8.571428571428571,2.204081632653061,0.2857142857142857,0.0
Sael Kumbedi,fr FRA,FRA,DF,DEF,18.0,10.3,39.680388349514566,0.0,0.1,0.02,0.02,0.07,1.8446601941747571,4.077669902912621,7.281553398058252,0.2912621359223301,0.0
Son Heung-min,kr KOR,KOR,FW,FWD,31.0,32.6,39.67119631901841,0.52,0.31,0.37,0.32,0.36,3.6503067484662575,4.263803680981595,9.969325153374232,0.03067484662576687,0.0
Raphinha,br BRA,BRA,"FW,MF",FWD,26.0,15.2,39.65236842105263,0.39,0.59,0.48,0.43,0.37,3.223684210526316,3.75,10.789473684210527,0.2631578947368421,0.06578947368421052
Theo Hernández,fr FRA,FRA,DF,DEF,25.0,31.0,39.641451612903225,0.16,0.13,0.16,0.11,0.14,3.7096774193548385,5.354838709677419,4.0,0.3548387096774194,0.03225806451612903
Guela Doué,ci CIV,CIV,DF,DEF,20.0,13.7,39.55109489051095,0.0,0.15,0.04,0.04,0.08,2.9927007299270074,3.8686131386861318,6.204379562043796,0.07299270072992702,0.07299270072992702
Corentin Tolisso,fr FRA,FRA,MF,MID,28.0,19.3,39.52103626943005,0.1,0.05,0.17,0.13,0.09,1.5544041450777202,7.927461139896373,3.471502590673575,0.25906735751295334,0.0
Ansgar Knauff,de GER,GER,"MF,DF",MID,21.0,23.4,39.51324786324787,0.3,0.09,0.24,0.24,0.1,3.290598290598291,2.435897435897436,7.008547008547009,0.29914529914529914,0.042735042735042736
Ivan Rakitić,hr CRO,CRO,MF,MID,35.0,15.8,39.33455696202531,0.13,0.06,0.08,0.08,0.19,1.5189873417721518,8.037974683544304,3.291139240506329,0.37974683544303794,0.0
İlkay Gündoğan,de GER,GER,MF,MID,32.0,33.3,39.30687687687687,0.15,0.27,0.22,0.17,0.31,2.1321321321321323,6.726726726726727,3.4834834834834836,0.15015015015015015,0.0
João Félix,pt POR,POR,FW,FWD,23.0,17.1,39.0940350877193,0.41,0.18,0.51,0.51,0.18,4.035087719298245,3.9766081871345027,9.883040935672513,0.17543859649122806,0.0
Marcos Llorente,es ESP,ESP,"MF,DF",MID,28.0,28.5,39.01824561403509,0.21,0.14,0.14,0.14,0.2,2.491228070175439,3.719298245614035,6.280701754385965,0.17543859649122806,0.0
Willian,br BRA,BRA,FW,FWD,34.0,22.8,38.95456140350878,0.18,0.09,0.22,0.16,0.17,4.035087719298246,6.7105263157894735,7.93859649122807,0.043859649122807015,0.0
Brajan Gruda,de GER,GER,"MF,FW",FWD,19.0,18.2,38.87813186813187,0.22,0.16,0.19,0.19,0.23,5.4945054945054945,3.9010989010989015,9.175824175824177,0.27472527472527475,0.0
Emir Karic,at AUT,AUT,DF,DEF,26.0,19.8,38.72585858585858,0.0,0.0,0.02,0.02,0.06,2.8282828282828283,5.808080808080808,4.292929292929292,0.20202020202020202,0.0
Alejandro Garnacho,ar ARG,ARG,FW,FWD,19.0,28.5,38.68105263157895,0.25,0.14,0.29,0.29,0.18,6.245614035087719,2.175438596491228,9.859649122807017,0.14035087719298245,0.0
Lee Kang-in,kr KOR,KOR,"FW,MF",FWD,22.0,16.3,38.64521472392638,0.18,0.25,0.09,0.09,0.14,3.067484662576687,6.319018404907975,9.202453987730062,0.12269938650306748,0.0
Óscar de Marcos,es ESP,ESP,DF,DEF,34.0,25.1,38.63828685258964,0.04,0.2,0.03,0.03,0.12,2.0318725099601593,5.697211155378485,4.9800796812749,0.199203187250996,0.0
Xaver Schlager,at AUT,AUT,MF,MID,25.0,27.5,38.599090909090904,0.0,0.18,0.04,0.04,0.09,2.6545454545454548,8.363636363636363,1.6363636363636365,0.2545454545454545,0.0
Daichi Kamada,jp JPN,JPN,MF,MID,26.0,17.2,38.45116279069767,0.12,0.12,0.11,0.11,0.16,2.3255813953488373,5.5813953488372094,4.534883720930233,0.1744186046511628,0.0
Leonardo Bittencourt,de GER,GER,MF,MID,29.0,17.5,38.42,0.06,0.11,0.13,0.13,0.17,3.4857142857142858,4.857142857142857,4.228571428571429,0.5142857142857142,0.0
Carlos Soler,es ESP,ESP,"MF,DF",MID,26.0,12.1,38.30157024793389,0.17,0.17,0.12,0.12,0.2,1.2396694214876034,6.115702479338843,4.87603305785124,0.08264462809917356,0.0
Christian Pulisic,us USA,USA,"FW,MF",FWD,24.0,28.9,38.27411764705882,0.42,0.28,0.28,0.28,0.16,4.53287197231834,3.01038062283737,10.13840830449827,0.06920415224913495,0.0
Junya Ito,jp JPN,JPN,"FW,MF",FWD,30.0,30.2,38.261390728476826,0.1,0.23,0.15,0.15,0.38,4.072847682119205,4.602649006622516,9.503311258278146,0.06622516556291391,0.0
Téji Savanier,fr FRA,FRA,MF,MID,31.0,30.7,38.210912052117266,0.29,0.2,0.29,0.12,0.22,1.2703583061889252,7.29641693811075,3.5179153094462543,0.26058631921824105,0.03257328990228013
Pedro Neto,pt POR,POR,"FW,MF",FWD,23.0,16.8,38.165238095238095,0.12,0.53,0.21,0.21,0.26,5.833333333333333,3.214285714285714,8.869047619047619,0.23809523809523808,0.0
Pedro Neto,pt POR,POR,"FW,MF",FWD,23.0,16.8,38.165238095238095,0.12,0.53,0.21,0.21,0.26,5.833333333333333,3.214285714285714,8.869047619047619,0.23809523809523808,0.0
Aurélio Buta,pt POR,POR,"DF,MF",MID,26.0,19.4,38.03886597938144,0.05,0.05,0.02,0.02,0.04,2.6288659793814433,4.639175257731959,5.360824742268042,0.2577319587628866,0.0
Tiago santos,pt POR,POR,DF,DEF,21.0,26.3,37.95851711026616,0.04,0.08,0.05,0.05,0.09,3.3840304182509504,3.992395437262357,5.209125475285171,0.22813688212927757,0.0
Niels Nkounkou,fr FRA,FRA,"DF,MF",MID,22.0,14.5,37.883793103448276,0.21,0.14,0.09,0.09,0.15,3.793103448275862,4.206896551724138,4.275862068965517,0.3448275862068966,0.06896551724137931
Pape Matar Sarr,sn SEN,SEN,MF,MID,20.0,23.0,37.77173913043479,0.13,0.13,0.15,0.15,0.1,1.8695652173913044,6.521739130434782,3.9130434782608696,0.391304347826087,0.0
Joe Gomez,eng ENG,ENG,DF,DEF,26.0,19.8,37.754747474747475,0.0,0.05,0.04,0.04,0.07,2.2222222222222223,5.05050505050505,5.303030303030303,0.25252525252525254,0.0
Paulo Dybala,ar ARG,ARG,"FW,MF",FWD,29.0,21.8,37.72385321100917,0.6,0.41,0.49,0.23,0.2,3.623853211009174,5.5963302752293576,7.660550458715596,0.13761467889908258,0.0
Rogério,br BRA,BRA,DF,DEF,25.0,10.1,37.63574257425743,0.1,0.0,0.03,0.03,0.04,2.6732673267326734,5.643564356435644,4.158415841584159,0.0,0.0
Jesús Areso,es ESP,ESP,DF,DEF,24.0,29.6,37.47054054054053,0.03,0.2,0.01,0.01,0.12,2.635135135135135,3.5810810810810807,6.081081081081081,0.10135135135135134,0.0
Tijjani Reijnders,nl NED,NED,MF,MID,25.0,31.3,37.41782747603834,0.1,0.1,0.1,0.1,0.12,2.8115015974440896,6.517571884984026,2.8753993610223643,0.25559105431309903,0.0
Vanderson,br BRA,BRA,DF,DEF,22.0,18.2,37.408131868131875,0.16,0.05,0.12,0.12,0.08,1.4285714285714286,3.9010989010989015,7.0879120879120885,0.32967032967032966,0.054945054945054944
Valentino Livramento,eng ENG,ENG,DF,DEF,20.0,14.6,37.323287671232876,0.07,0.0,0.03,0.03,0.05,3.0136986301369864,4.178082191780822,5.205479452054795,0.0684931506849315,0.0
Antony,br BRA,BRA,FW,FWD,23.0,14.7,37.27034013605442,0.07,0.07,0.23,0.23,0.19,3.6054421768707483,4.35374149659864,10.136054421768709,0.3401360544217687,0.0
Phil Foden,eng ENG,ENG,"FW,MF",FWD,23.0,31.7,37.18539432176656,0.6,0.25,0.33,0.33,0.26,2.9337539432176656,5.299684542586751,8.485804416403786,0.06309148264984227,0.0
Jordan Ferri,fr FRA,FRA,MF,MID,31.0,22.6,37.16716814159291,0.04,0.04,0.03,0.03,0.09,1.6371681415929202,7.654867256637168,3.0088495575221237,0.2654867256637168,0.0
Jonas Martin,fr FRA,FRA,MF,MID,33.0,13.4,37.16716417910447,0.0,0.07,0.09,0.09,0.07,2.08955223880597,7.835820895522388,2.388059701492537,0.3731343283582089,0.0
Thomas Müller,de GER,GER,"MF,FW",FWD,33.0,18.4,37.11826086956522,0.27,0.49,0.31,0.31,0.46,2.065217391304348,4.4565217391304355,10.217391304347826,0.0,0.0
Simon Adingra,ci CIV,CIV,FW,FWD,21.0,24.7,37.0351012145749,0.24,0.04,0.17,0.17,0.15,4.493927125506073,2.0242914979757085,11.25506072874494,0.12145748987854252,0.0
Mathys Tel,fr FRA,FRA,"FW,MF",FWD,18.0,11.7,37.011452991453,0.6,0.43,0.32,0.32,0.2,3.8461538461538463,2.307692307692308,10.427350427350428,0.17094017094017094,0.0
Sergi Cardona,es ESP,ESP,DF,DEF,24.0,31.3,36.969520766773165,0.03,0.06,0.09,0.09,0.09,1.9169329073482428,5.111821086261981,5.271565495207668,0.3514376996805112,0.0
Alberto Moleiro,es ESP,ESP,"FW,MF",FWD,19.0,20.0,36.96,0.15,0.15,0.1,0.1,0.13,4.3,4.35,9.2,0.05,0.0
Mathías Olivera,uy URU,URU,DF,DEF,25.0,17.4,36.861724137931034,0.06,0.06,0.03,0.03,0.05,1.781609195402299,5.114942528735632,5.344827586206897,0.1724137931034483,0.0
Miguel Gutiérrez,es ESP,ESP,DF,DEF,22.0,33.7,36.845697329376854,0.06,0.21,0.08,0.08,0.22,2.1958456973293767,4.332344213649852,5.45994065281899,0.11869436201780414,0.0
Ângelo Borges,br BRA,BRA,"FW,MF",FWD,18.0,12.2,36.815737704918035,0.0,0.25,0.04,0.04,0.27,4.0983606557377055,4.836065573770492,8.934426229508198,0.0819672131147541,0.0
Ian Maatsen,nl NED,NED,DF,DEF,21.0,14.0,36.761428571428574,0.14,0.14,0.07,0.07,0.1,2.9285714285714284,5.714285714285714,3.5,0.35714285714285715,0.0
Warren Zaïre-Emery,fr FRA,FRA,"MF,DF",MID,17.0,21.8,36.736330275229356,0.09,0.14,0.06,0.06,0.14,2.477064220183486,5.321100917431193,4.128440366972477,0.18348623853211007,0.0
Joško Gvardiol,hr CRO,CRO,DF,DEF,21.0,25.9,36.72482625482626,0.15,0.04,0.12,0.12,0.06,2.4324324324324325,5.250965250965251,4.440154440154441,0.11583011583011583,0.0
Benjamin Henrichs,de GER,GER,DF,DEF,26.0,28.1,36.71747330960854,0.04,0.18,0.09,0.09,0.16,1.886120996441281,4.412811387900356,5.729537366548042,0.1779359430604982,0.0
Niklas Schmidt,de GER,GER,MF,MID,25.0,14.1,36.713758865248224,0.07,0.07,0.09,0.09,0.17,1.4184397163120568,7.5177304964539005,3.049645390070922,0.28368794326241137,0.0
Pedro Porro,es ESP,ESP,DF,DEF,23.0,34.3,36.68513119533528,0.09,0.2,0.09,0.09,0.21,1.6618075801749272,5.6559766763848405,4.606413994169096,0.08746355685131196,0.0
Álex Moreno,es ESP,ESP,DF,DEF,30.0,11.5,36.55695652173913,0.17,0.0,0.1,0.1,0.1,2.782608695652174,2.0869565217391304,7.217391304347826,0.17391304347826086,0.0
João Pedro,br BRA,BRA,"FW,MF",FWD,21.0,22.7,36.51207048458149,0.4,0.13,0.53,0.35,0.17,3.656387665198238,4.052863436123348,9.030837004405287,0.0881057268722467,0.0
Declan Rice,eng ENG,ENG,MF,MID,24.0,35.8,36.494469273743015,0.2,0.22,0.09,0.09,0.15,2.094972067039106,7.765363128491621,1.787709497206704,0.13966480446927376,0.0
Junior Messias,br BRA,BRA,"MF,DF",MID,32.0,11.7,36.43102564102564,0.09,0.0,0.14,0.14,0.11,2.9914529914529915,2.4786324786324787,6.410256410256411,0.0,0.0
Bruno Guimarães,br BRA,BRA,MF,MID,25.0,36.3,36.38545454545454,0.19,0.22,0.13,0.13,0.18,1.790633608815427,7.796143250688706,2.0110192837465566,0.24793388429752067,0.0
Arnaud Nordin,fr FRA,FRA,"FW,MF",FWD,25.0,13.8,36.3431884057971,0.36,0.22,0.26,0.26,0.21,4.057971014492753,3.7681159420289854,9.057971014492754,0.07246376811594203,0.07246376811594203
Ben White,eng ENG,ENG,DF,DEF,25.0,33.2,36.332891566265054,0.12,0.12,0.03,0.03,0.11,1.325301204819277,5.783132530120481,4.879518072289156,0.24096385542168672,0.0
Karim Adeyemi,de GER,GER,"FW,MF",FWD,21.0,10.1,36.28237623762376,0.3,0.1,0.34,0.34,0.2,5.148514851485149,2.5742574257425743,9.504950495049505,0.594059405940594,0.09900990099009901
Ainsley Maitland-Niles,eng ENG,ENG,"DF,MF",MID,25.0,15.9,36.181194968553456,0.06,0.25,0.19,0.14,0.13,1.6352201257861634,4.779874213836478,5.1572327044025155,0.06289308176100629,0.06289308176100629
Lucas Digne,fr FRA,FRA,DF,DEF,30.0,26.8,36.047761194029846,0.04,0.11,0.04,0.04,0.15,1.5671641791044775,2.873134328358209,7.462686567164179,0.26119402985074625,0.0
Leandro Trossard,be BEL,BEL,"FW,MF",FWD,28.0,18.3,35.989726775956285,0.65,0.05,0.43,0.43,0.15,3.6065573770491803,4.1530054644808745,8.469945355191257,0.1092896174863388,0.0
Gerard Moreno,es ESP,ESP,FW,FWD,31.0,24.6,35.86792682926829,0.41,0.24,0.39,0.3,0.22,1.951219512195122,6.300813008130081,8.089430894308943,0.0,0.0
Kirian Rodríguez,es ESP,ESP,MF,MID,27.0,35.7,35.86002801120448,0.17,0.06,0.06,0.06,0.05,1.2885154061624648,8.291316526610643,2.1848739495798317,0.22408963585434172,0.0
Thomas Delaine,fr FRA,FRA,"DF,MF",MID,31.0,22.7,35.75392070484582,0.04,0.04,0.07,0.07,0.16,2.775330396475771,2.290748898678414,6.651982378854626,0.22026431718061676,0.0
Iñaki Williams,gh GHA,GHA,FW,FWD,29.0,31.6,35.721265822784815,0.38,0.09,0.3,0.3,0.2,3.6075949367088604,2.4683544303797467,10.537974683544304,0.12658227848101264,0.0
Weston McKennie,us USA,USA,"MF,DF",MID,24.0,28.8,35.684999999999995,0.0,0.24,0.1,0.1,0.13,2.2222222222222223,3.194444444444444,6.111111111111111,0.20833333333333331,0.0
Exequiel Palacios,ar ARG,ARG,MF,MID,24.0,20.3,35.6623645320197,0.2,0.2,0.16,0.09,0.19,1.1822660098522166,7.980295566502463,2.216748768472906,0.29556650246305416,0.0
Diogo Jota,pt POR,POR,FW,FWD,26.0,12.7,35.6536220472441,0.79,0.24,0.42,0.42,0.26,4.251968503937008,2.677165354330709,8.740157480314961,0.2362204724409449,0.07874015748031496
