nation,web_scraper_order,web_scraper_start_url,name,team_contract,best_position,club_position,team_contract2,birth_year,acceleration_type,total_stats,data,height,weight,joined,value,wage,release_clause,body_type,total_attacking,total_skill,total_movement,total_power,total_mentality,total_defending,total_goalkeeping,base_stats,name2,name3,name4,name5,playstyles,playstyles2,playstyles3,playstyles4,playstyles5,age,overall_rating,potential,best_overall,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,image,playstyles_+,growth,agility,heading_accuracy2,reactions,balance,shot_power,jumping,phone,foot,loan_date_end,attacking_work_rate,defensive_work_rate,real_face,team_contract4,weak_foot,skill_moves,international_reputation,image2,team_contract3,overall_rating2,short_passing2,dribbling2,ball_control2,sprint_speed2,penalties,stamina,strength,long_shots,aggression,name7,name6,name8,interceptions,attack_position
algeria,1771703638-11,https://sofifa.com/squad/2417285?&showCol%5B%5D=ae&showCol%5B%5D=oa&showCol%5B%5D=pt&showCol%5B%5D=vl&showCol%5B%5D=wg&showCol%5B%5D=tt&showCol%5B%5D=t1&showCol%5B%5D=phy&showCol%5B%5D=def&showCol%5B%5D=dri&showCol%5B%5D=pas&showCol%5B%5D=sho&showCol%5B%5D=pac&showCol%5B%5D=hc&showCol%5B%5D=bt&showCol%5B%5D=ir&showCol%5B%5D=dw&showCol%5B%5D=t2&showCol%5B%5D=sk&showCol%5B%5D=wk&showCol%5B%5D=bs&showCol%5B%5D=aw&showCol%5B%5D=gr&showCol%5B%5D=gp&showCol%5B%5D=gc&showCol%5B%5D=gh&showCol%5B%5D=gd&showCol%5B%5D=tg&showCol%5B%5D=sl&showCol%5B%5D=sa&showCol%5B%5D=ma&showCol%5B%5D=td&showCol%5B%5D=cm&showCol%5B%5D=pe&showCol%5B%5D=vi&showCol%5B%5D=po&showCol%5B%5D=in&showCol%5B%5D=ar&showCol%5B%5D=te&showCol%5B%5D=ln&showCol%5B%5D=ps1&showCol%5B%5D=ps2&showCol%5B%5D=sr&showCol%5B%5D=ju&showCol%5B%5D=tp&showCol%5B%5D=so&showCol%5B%5D=ba&showCol%5B%5D=st&showCol%5B%5D=sp&showCol%5B%5D=ag&showCol%5B%5D=ac&showCol%5B%5D=to&showCol%5B%5D=re&showCol%5B%5D=tc&showCol%5B%5D=at&showCol%5B%5D=cp&showCol%5B%5D=cj&showCol%5B%5D=fr&showCol%5B%5D=lo&showCol%5B%5D=bl&showCol%5B%5D=cu&showCol%5B%5D=ts&showCol%5B%5D=dr&showCol%5B%5D=sh&showCol%5B%5D=vo&showCol%5B%5D=he&showCol%5B%5D=fi&showCol%5B%5D=cr&showCol%5B%5D=ta&showCol%5B%5D=rc&showCol%5B%5D=le&showCol%5B%5D=jt&showCol%5B%5D=bp&showCol%5B%5D=bo&showCol%5B%5D=pf&showCol%5B%5D=gu&showCol%5B%5D=wi&showCol%5B%5D=hi&showCol%5B%5D=by&showCol%5B%5D=pi,A. Gouiri,Olympique de Marseille,CAM,ST,2025 ~ 2029,2000,Controlled explosive,2036,240753.0,"181cm 5'11""",80kg 176lbs,"Jan 31, 2025",€23.5M,€46K,€46.4M,Normal (170-185),381,384,383,386.0,342.0,118,42.0,431,ST,,CAM,,Gamechanger,Technical,,,,25,79.0,82.0,81.0,77.0,85.0,68.0,78.0,73.0,81.0,78.0,76.0,69.0,80.0,79.0,75.0,https://cdn.sofifa.net/players/240/753/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,1771703638-12,https://sofifa.com/squad/2417285?&showCol%5B%5D=ae&showCol%5B%5D=oa&showCol%5B%5D=pt&showCol%5B%5D=vl&showCol%5B%5D=wg&showCol%5B%5D=tt&showCol%5B%5D=t1&showCol%5B%5D=phy&showCol%5B%5D=def&showCol%5B%5D=dri&showCol%5B%5D=pas&showCol%5B%5D=sho&showCol%5B%5D=pac&showCol%5B%5D=hc&showCol%5B%5D=bt&showCol%5B%5D=ir&showCol%5B%5D=dw&showCol%5B%5D=t2&showCol%5B%5D=sk&showCol%5B%5D=wk&showCol%5B%5D=bs&showCol%5B%5D=aw&showCol%5B%5D=gr&showCol%5B%5D=gp&showCol%5B%5D=gc&showCol%5B%5D=gh&showCol%5B%5D=gd&showCol%5B%5D=tg&showCol%5B%5D=sl&showCol%5B%5D=sa&showCol%5B%5D=ma&showCol%5B%5D=td&showCol%5B%5D=cm&showCol%5B%5D=pe&showCol%5B%5D=vi&showCol%5B%5D=po&showCol%5B%5D=in&showCol%5B%5D=ar&showCol%5B%5D=te&showCol%5B%5D=ln&showCol%5B%5D=ps1&showCol%5B%5D=ps2&showCol%5B%5D=sr&showCol%5B%5D=ju&showCol%5B%5D=tp&showCol%5B%5D=so&showCol%5B%5D=ba&showCol%5B%5D=st&showCol%5B%5D=sp&showCol%5B%5D=ag&showCol%5B%5D=ac&showCol%5B%5D=to&showCol%5B%5D=re&showCol%5B%5D=tc&showCol%5B%5D=at&showCol%5B%5D=cp&showCol%5B%5D=cj&showCol%5B%5D=fr&showCol%5B%5D=lo&showCol%5B%5D=bl&showCol%5B%5D=cu&showCol%5B%5D=ts&showCol%5B%5D=dr&showCol%5B%5D=sh&showCol%5B%5D=vo&showCol%5B%5D=he&showCol%5B%5D=fi&showCol%5B%5D=cr&showCol%5B%5D=ta&showCol%5B%5D=rc&showCol%5B%5D=le&showCol%5B%5D=jt&showCol%5B%5D=bp&showCol%5B%5D=bo&showCol%5B%5D=pf&showCol%5B%5D=gu&showCol%5B%5D=wi&showCol%5B%5D=hi&showCol%5B%5D=by&showCol%5B%5D=pi,K. Van Den Kerkhof,Royal Charleroi Sporting Club,RM,RB,"Jun 30, 2026 On loan",1996,Controlled lengthy,1922,269956.0,"190cm 6'3""",79kg 174lbs,"Sep 1, 2023",€1.8M,€11K,€0,Normal (185+),328,334,351,372.0,304.0,190,43.0,418,RM,RM,,,,,,,,29,71.0,71.0,71.0,69.0,66.0,62.0,69.0,62.0,71.0,64.0,65.0,65.0,69.0,80.0,82.0,https://cdn.sofifa.net/players/269/956/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,1771703638-13,https://sofifa.com/squad/2417285?&showCol%5B%5D=ae&showCol%5B%5D=oa&showCol%5B%5D=pt&showCol%5B%5D=vl&showCol%5B%5D=wg&showCol%5B%5D=tt&showCol%5B%5D=t1&showCol%5B%5D=phy&showCol%5B%5D=def&showCol%5B%5D=dri&showCol%5B%5D=pas&showCol%5B%5D=sho&showCol%5B%5D=pac&showCol%5B%5D=hc&showCol%5B%5D=bt&showCol%5B%5D=ir&showCol%5B%5D=dw&showCol%5B%5D=t2&showCol%5B%5D=sk&showCol%5B%5D=wk&showCol%5B%5D=bs&showCol%5B%5D=aw&showCol%5B%5D=gr&showCol%5B%5D=gp&showCol%5B%5D=gc&showCol%5B%5D=gh&showCol%5B%5D=gd&showCol%5B%5D=tg&showCol%5B%5D=sl&showCol%5B%5D=sa&showCol%5B%5D=ma&showCol%5B%5D=td&showCol%5B%5D=cm&showCol%5B%5D=pe&showCol%5B%5D=vi&showCol%5B%5D=po&showCol%5B%5D=in&showCol%5B%5D=ar&showCol%5B%5D=te&showCol%5B%5D=ln&showCol%5B%5D=ps1&showCol%5B%5D=ps2&showCol%5B%5D=sr&showCol%5B%5D=ju&showCol%5B%5D=tp&showCol%5B%5D=so&showCol%5B%5D=ba&showCol%5B%5D=st&showCol%5B%5D=sp&showCol%5B%5D=ag&showCol%5B%5D=ac&showCol%5B%5D=to&showCol%5B%5D=re&showCol%5B%5D=tc&showCol%5B%5D=at&showCol%5B%5D=cp&showCol%5B%5D=cj&showCol%5B%5D=fr&showCol%5B%5D=lo&showCol%5B%5D=bl&showCol%5B%5D=cu&showCol%5B%5D=ts&showCol%5B%5D=dr&showCol%5B%5D=sh&showCol%5B%5D=vo&showCol%5B%5D=he&showCol%5B%5D=fi&showCol%5B%5D=cr&showCol%5B%5D=ta&showCol%5B%5D=rc&showCol%5B%5D=le&showCol%5B%5D=jt&showCol%5B%5D=bp&showCol%5B%5D=bo&showCol%5B%5D=pf&showCol%5B%5D=gu&showCol%5B%5D=wi&showCol%5B%5D=hi&showCol%5B%5D=by&showCol%5B%5D=pi,S. Chergui,Paris FC,CB,SUB,2021 ~ 2026,1999,Controlled lengthy,1687,248477.0,"185cm 6'1""",78kg 172lbs,"Jan 1, 2021",€1.8M,€24K,€3.6M,Normal (185+),275,280,296,286.0,291.0,210,49.0,356,CB,,,CB,,,,,,26,70.0,73.0,72.0,64.0,42.0,68.0,71.0,30.0,62.0,41.0,43.0,66.0,68.0,53.0,44.0,https://cdn.sofifa.net/players/248/477/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,1771703638-14,https://sofifa.com/squad/2417285?&showCol%5B%5D=ae&showCol%5B%5D=oa&showCol%5B%5D=pt&showCol%5B%5D=vl&showCol%5B%5D=wg&showCol%5B%5D=tt&showCol%5B%5D=t1&showCol%5B%5D=phy&showCol%5B%5D=def&showCol%5B%5D=dri&showCol%5B%5D=pas&showCol%5B%5D=sho&showCol%5B%5D=pac&showCol%5B%5D=hc&showCol%5B%5D=bt&showCol%5B%5D=ir&showCol%5B%5D=dw&showCol%5B%5D=t2&showCol%5B%5D=sk&showCol%5B%5D=wk&showCol%5B%5D=bs&showCol%5B%5D=aw&showCol%5B%5D=gr&showCol%5B%5D=gp&showCol%5B%5D=gc&showCol%5B%5D=gh&showCol%5B%5D=gd&showCol%5B%5D=tg&showCol%5B%5D=sl&showCol%5B%5D=sa&showCol%5B%5D=ma&showCol%5B%5D=td&showCol%5B%5D=cm&showCol%5B%5D=pe&showCol%5B%5D=vi&showCol%5B%5D=po&showCol%5B%5D=in&showCol%5B%5D=ar&showCol%5B%5D=te&showCol%5B%5D=ln&showCol%5B%5D=ps1&showCol%5B%5D=ps2&showCol%5B%5D=sr&showCol%5B%5D=ju&showCol%5B%5D=tp&showCol%5B%5D=so&showCol%5B%5D=ba&showCol%5B%5D=st&showCol%5B%5D=sp&showCol%5B%5D=ag&showCol%5B%5D=ac&showCol%5B%5D=to&showCol%5B%5D=re&showCol%5B%5D=tc&showCol%5B%5D=at&showCol%5B%5D=cp&showCol%5B%5D=cj&showCol%5B%5D=fr&showCol%5B%5D=lo&showCol%5B%5D=bl&showCol%5B%5D=cu&showCol%5B%5D=ts&showCol%5B%5D=dr&showCol%5B%5D=sh&showCol%5B%5D=vo&showCol%5B%5D=he&showCol%5B%5D=fi&showCol%5B%5D=cr&showCol%5B%5D=ta&showCol%5B%5D=rc&showCol%5B%5D=le&showCol%5B%5D=jt&showCol%5B%5D=bp&showCol%5B%5D=bo&showCol%5B%5D=pf&showCol%5B%5D=gu&showCol%5B%5D=wi&showCol%5B%5D=hi&showCol%5B%5D=by&showCol%5B%5D=pi,A. Touba,Panathinaikos FC,CB,LCB,2025 ~ 2028,1998,Controlled lengthy,1855,236535.0,"190cm 6'3""",81kg 179lbs,"Jul 1, 2025",€2.2M,€16K,€4.8M,Normal (185+),293,296,338,356.0,310.0,213,49.0,399,CB,,,CB,,,,,,27,72.0,72.0,72.0,58.0,48.0,66.0,67.0,54.0,59.0,56.0,47.0,68.0,66.0,64.0,75.0,https://cdn.sofifa.net/players/236/535/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,1771703638-15,https://sofifa.com/squad/2417285?&showCol%5B%5D=ae&showCol%5B%5D=oa&showCol%5B%5D=pt&showCol%5B%5D=vl&showCol%5B%5D=wg&showCol%5B%5D=tt&showCol%5B%5D=t1&showCol%5B%5D=phy&showCol%5B%5D=def&showCol%5B%5D=dri&showCol%5B%5D=pas&showCol%5B%5D=sho&showCol%5B%5D=pac&showCol%5B%5D=hc&showCol%5B%5D=bt&showCol%5B%5D=ir&showCol%5B%5D=dw&showCol%5B%5D=t2&showCol%5B%5D=sk&showCol%5B%5D=wk&showCol%5B%5D=bs&showCol%5B%5D=aw&showCol%5B%5D=gr&showCol%5B%5D=gp&showCol%5B%5D=gc&showCol%5B%5D=gh&showCol%5B%5D=gd&showCol%5B%5D=tg&showCol%5B%5D=sl&showCol%5B%5D=sa&showCol%5B%5D=ma&showCol%5B%5D=td&showCol%5B%5D=cm&showCol%5B%5D=pe&showCol%5B%5D=vi&showCol%5B%5D=po&showCol%5B%5D=in&showCol%5B%5D=ar&showCol%5B%5D=te&showCol%5B%5D=ln&showCol%5B%5D=ps1&showCol%5B%5D=ps2&showCol%5B%5D=sr&showCol%5B%5D=ju&showCol%5B%5D=tp&showCol%5B%5D=so&showCol%5B%5D=ba&showCol%5B%5D=st&showCol%5B%5D=sp&showCol%5B%5D=ag&showCol%5B%5D=ac&showCol%5B%5D=to&showCol%5B%5D=re&showCol%5B%5D=tc&showCol%5B%5D=at&showCol%5B%5D=cp&showCol%5B%5D=cj&showCol%5B%5D=fr&showCol%5B%5D=lo&showCol%5B%5D=bl&showCol%5B%5D=cu&showCol%5B%5D=ts&showCol%5B%5D=dr&showCol%5B%5D=sh&showCol%5B%5D=vo&showCol%5B%5D=he&showCol%5B%5D=fi&showCol%5B%5D=cr&showCol%5B%5D=ta&showCol%5B%5D=rc&showCol%5B%5D=le&showCol%5B%5D=jt&showCol%5B%5D=bp&showCol%5B%5D=bo&showCol%5B%5D=pf&showCol%5B%5D=gu&showCol%5B%5D=wi&showCol%5B%5D=hi&showCol%5B%5D=by&showCol%5B%5D=pi,J. Hadjam,BSC Young Boys,LB,RES,2024 ~ 2028,2003,Controlled,1798,258230.0,"185cm 6'1""",83kg 183lbs,"Jan 19, 2024",€3M,€10K,€5.1M,Normal (185+),275,286,353,335.0,296.0,207,46.0,398,LB,,,CB,Bruiser,,,,,22,69.0,77.0,69.0,61.0,52.0,52.0,62.0,48.0,71.0,51.0,45.0,52.0,67.0,77.0,80.0,https://cdn.sofifa.net/players/258/230/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,1771703638-16,https://sofifa.com/squad/2417285?&showCol%5B%5D=ae&showCol%5B%5D=oa&showCol%5B%5D=pt&showCol%5B%5D=vl&showCol%5B%5D=wg&showCol%5B%5D=tt&showCol%5B%5D=t1&showCol%5B%5D=phy&showCol%5B%5D=def&showCol%5B%5D=dri&showCol%5B%5D=pas&showCol%5B%5D=sho&showCol%5B%5D=pac&showCol%5B%5D=hc&showCol%5B%5D=bt&showCol%5B%5D=ir&showCol%5B%5D=dw&showCol%5B%5D=t2&showCol%5B%5D=sk&showCol%5B%5D=wk&showCol%5B%5D=bs&showCol%5B%5D=aw&showCol%5B%5D=gr&showCol%5B%5D=gp&showCol%5B%5D=gc&showCol%5B%5D=gh&showCol%5B%5D=gd&showCol%5B%5D=tg&showCol%5B%5D=sl&showCol%5B%5D=sa&showCol%5B%5D=ma&showCol%5B%5D=td&showCol%5B%5D=cm&showCol%5B%5D=pe&showCol%5B%5D=vi&showCol%5B%5D=po&showCol%5B%5D=in&showCol%5B%5D=ar&showCol%5B%5D=te&showCol%5B%5D=ln&showCol%5B%5D=ps1&showCol%5B%5D=ps2&showCol%5B%5D=sr&showCol%5B%5D=ju&showCol%5B%5D=tp&showCol%5B%5D=so&showCol%5B%5D=ba&showCol%5B%5D=st&showCol%5B%5D=sp&showCol%5B%5D=ag&showCol%5B%5D=ac&showCol%5B%5D=to&showCol%5B%5D=re&showCol%5B%5D=tc&showCol%5B%5D=at&showCol%5B%5D=cp&showCol%5B%5D=cj&showCol%5B%5D=fr&showCol%5B%5D=lo&showCol%5B%5D=bl&showCol%5B%5D=cu&showCol%5B%5D=ts&showCol%5B%5D=dr&showCol%5B%5D=sh&showCol%5B%5D=vo&showCol%5B%5D=he&showCol%5B%5D=fi&showCol%5B%5D=cr&showCol%5B%5D=ta&showCol%5B%5D=rc&showCol%5B%5D=le&showCol%5B%5D=jt&showCol%5B%5D=bp&showCol%5B%5D=bo&showCol%5B%5D=pf&showCol%5B%5D=gu&showCol%5B%5D=wi&showCol%5B%5D=hi&showCol%5B%5D=by&showCol%5B%5D=pi,I. Bennacer,Dinamo Zagreb,CDM,RCM,2019 ~ 2027,1997,Controlled explosive,2210,226754.0,"175cm 5'9""",70kg 154lbs,"Aug 4, 2019",€20M,€25K,€44M,Normal (170-185),355,401,402,379.0,379.0,232,62.0,461,CDM,,,,Tiki taka,Technical,,,,27,80.0,80.0,80.0,78.0,67.0,62.0,84.0,64.0,83.0,79.0,75.0,82.0,82.0,79.0,73.0,https://cdn.sofifa.net/players/226/754/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,1771703638-17,https://sofifa.com/squad/2417285?&showCol%5B%5D=ae&showCol%5B%5D=oa&showCol%5B%5D=pt&showCol%5B%5D=vl&showCol%5B%5D=wg&showCol%5B%5D=tt&showCol%5B%5D=t1&showCol%5B%5D=phy&showCol%5B%5D=def&showCol%5B%5D=dri&showCol%5B%5D=pas&showCol%5B%5D=sho&showCol%5B%5D=pac&showCol%5B%5D=hc&showCol%5B%5D=bt&showCol%5B%5D=ir&showCol%5B%5D=dw&showCol%5B%5D=t2&showCol%5B%5D=sk&showCol%5B%5D=wk&showCol%5B%5D=bs&showCol%5B%5D=aw&showCol%5B%5D=gr&showCol%5B%5D=gp&showCol%5B%5D=gc&showCol%5B%5D=gh&showCol%5B%5D=gd&showCol%5B%5D=tg&showCol%5B%5D=sl&showCol%5B%5D=sa&showCol%5B%5D=ma&showCol%5B%5D=td&showCol%5B%5D=cm&showCol%5B%5D=pe&showCol%5B%5D=vi&showCol%5B%5D=po&showCol%5B%5D=in&showCol%5B%5D=ar&showCol%5B%5D=te&showCol%5B%5D=ln&showCol%5B%5D=ps1&showCol%5B%5D=ps2&showCol%5B%5D=sr&showCol%5B%5D=ju&showCol%5B%5D=tp&showCol%5B%5D=so&showCol%5B%5D=ba&showCol%5B%5D=st&showCol%5B%5D=sp&showCol%5B%5D=ag&showCol%5B%5D=ac&showCol%5B%5D=to&showCol%5B%5D=re&showCol%5B%5D=tc&showCol%5B%5D=at&showCol%5B%5D=cp&showCol%5B%5D=cj&showCol%5B%5D=fr&showCol%5B%5D=lo&showCol%5B%5D=bl&showCol%5B%5D=cu&showCol%5B%5D=ts&showCol%5B%5D=dr&showCol%5B%5D=sh&showCol%5B%5D=vo&showCol%5B%5D=he&showCol%5B%5D=fi&showCol%5B%5D=cr&showCol%5B%5D=ta&showCol%5B%5D=rc&showCol%5B%5D=le&showCol%5B%5D=jt&showCol%5B%5D=bp&showCol%5B%5D=bo&showCol%5B%5D=pf&showCol%5B%5D=gu&showCol%5B%5D=wi&showCol%5B%5D=hi&showCol%5B%5D=by&showCol%5B%5D=pi,H. Boudaoui,OGC Nice,CM,SUB,2019 ~ 2027,1999,Controlled explosive,2070,253157.0,"175cm 5'9""",61kg 134lbs,"Sep 2, 2019",€10M,€24K,€19.8M,Lean (170-185),338,361,380,376.0,351.0,223,41.0,440,CM,,,,,,,,,25,76.0,79.0,78.0,68.0,68.0,73.0,78.0,51.0,75.0,77.0,58.0,75.0,76.0,74.0,73.0,https://cdn.sofifa.net/players/253/157/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,1771703638-18,https://sofifa.com/squad/2417285?&showCol%5B%5D=ae&showCol%5B%5D=oa&showCol%5B%5D=pt&showCol%5B%5D=vl&showCol%5B%5D=wg&showCol%5B%5D=tt&showCol%5B%5D=t1&showCol%5B%5D=phy&showCol%5B%5D=def&showCol%5B%5D=dri&showCol%5B%5D=pas&showCol%5B%5D=sho&showCol%5B%5D=pac&showCol%5B%5D=hc&showCol%5B%5D=bt&showCol%5B%5D=ir&showCol%5B%5D=dw&showCol%5B%5D=t2&showCol%5B%5D=sk&showCol%5B%5D=wk&showCol%5B%5D=bs&showCol%5B%5D=aw&showCol%5B%5D=gr&showCol%5B%5D=gp&showCol%5B%5D=gc&showCol%5B%5D=gh&showCol%5B%5D=gd&showCol%5B%5D=tg&showCol%5B%5D=sl&showCol%5B%5D=sa&showCol%5B%5D=ma&showCol%5B%5D=td&showCol%5B%5D=cm&showCol%5B%5D=pe&showCol%5B%5D=vi&showCol%5B%5D=po&showCol%5B%5D=in&showCol%5B%5D=ar&showCol%5B%5D=te&showCol%5B%5D=ln&showCol%5B%5D=ps1&showCol%5B%5D=ps2&showCol%5B%5D=sr&showCol%5B%5D=ju&showCol%5B%5D=tp&showCol%5B%5D=so&showCol%5B%5D=ba&showCol%5B%5D=st&showCol%5B%5D=sp&showCol%5B%5D=ag&showCol%5B%5D=ac&showCol%5B%5D=to&showCol%5B%5D=re&showCol%5B%5D=tc&showCol%5B%5D=at&showCol%5B%5D=cp&showCol%5B%5D=cj&showCol%5B%5D=fr&showCol%5B%5D=lo&showCol%5B%5D=bl&showCol%5B%5D=cu&showCol%5B%5D=ts&showCol%5B%5D=dr&showCol%5B%5D=sh&showCol%5B%5D=vo&showCol%5B%5D=he&showCol%5B%5D=fi&showCol%5B%5D=cr&showCol%5B%5D=ta&showCol%5B%5D=rc&showCol%5B%5D=le&showCol%5B%5D=jt&showCol%5B%5D=bp&showCol%5B%5D=bo&showCol%5B%5D=pf&showCol%5B%5D=gu&showCol%5B%5D=wi&showCol%5B%5D=hi&showCol%5B%5D=by&showCol%5B%5D=pi,A. Hadj-Moussa,Feyenoord,RW,RW,2024 ~ 2030,2002,Mostly explosive,1789,70726.0,"176cm 5'9""",72kg 159lbs,"Jul 1, 2024",€12M,€15K,€19.2M,Normal (170-185),318,368,401,321.0,242.0,94,45.0,382,RW,RM,,,First touch,Trickster,Quick step,,,23,76.0,82.0,76.0,69.0,72.0,47.0,69.0,61.0,86.0,77.0,63.0,60.0,82.0,83.0,77.0,https://cdn.sofifa.net/players/070/726/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,1771703638-19,https://sofifa.com/squad/2417285?&showCol%5B%5D=ae&showCol%5B%5D=oa&showCol%5B%5D=pt&showCol%5B%5D=vl&showCol%5B%5D=wg&showCol%5B%5D=tt&showCol%5B%5D=t1&showCol%5B%5D=phy&showCol%5B%5D=def&showCol%5B%5D=dri&showCol%5B%5D=pas&showCol%5B%5D=sho&showCol%5B%5D=pac&showCol%5B%5D=hc&showCol%5B%5D=bt&showCol%5B%5D=ir&showCol%5B%5D=dw&showCol%5B%5D=t2&showCol%5B%5D=sk&showCol%5B%5D=wk&showCol%5B%5D=bs&showCol%5B%5D=aw&showCol%5B%5D=gr&showCol%5B%5D=gp&showCol%5B%5D=gc&showCol%5B%5D=gh&showCol%5B%5D=gd&showCol%5B%5D=tg&showCol%5B%5D=sl&showCol%5B%5D=sa&showCol%5B%5D=ma&showCol%5B%5D=td&showCol%5B%5D=cm&showCol%5B%5D=pe&showCol%5B%5D=vi&showCol%5B%5D=po&showCol%5B%5D=in&showCol%5B%5D=ar&showCol%5B%5D=te&showCol%5B%5D=ln&showCol%5B%5D=ps1&showCol%5B%5D=ps2&showCol%5B%5D=sr&showCol%5B%5D=ju&showCol%5B%5D=tp&showCol%5B%5D=so&showCol%5B%5D=ba&showCol%5B%5D=st&showCol%5B%5D=sp&showCol%5B%5D=ag&showCol%5B%5D=ac&showCol%5B%5D=to&showCol%5B%5D=re&showCol%5B%5D=tc&showCol%5B%5D=at&showCol%5B%5D=cp&showCol%5B%5D=cj&showCol%5B%5D=fr&showCol%5B%5D=lo&showCol%5B%5D=bl&showCol%5B%5D=cu&showCol%5B%5D=ts&showCol%5B%5D=dr&showCol%5B%5D=sh&showCol%5B%5D=vo&showCol%5B%5D=he&showCol%5B%5D=fi&showCol%5B%5D=cr&showCol%5B%5D=ta&showCol%5B%5D=rc&showCol%5B%5D=le&showCol%5B%5D=jt&showCol%5B%5D=bp&showCol%5B%5D=bo&showCol%5B%5D=pf&showCol%5B%5D=gu&showCol%5B%5D=wi&showCol%5B%5D=hi&showCol%5B%5D=by&showCol%5B%5D=pi,S. Benrahma,NEOM SC,LM,LM,2025 ~ 2027,1995,Controlled explosive,1935,220621.0,"172cm 5'8""",67kg 148lbs,"Jul 3, 2025",€10.5M,€25K,€17.9M,Normal (170-185),332,371,386,350.0,322.0,121,53.0,407,LM,,CAM,,Whipped pass,Technical,,,,29,77.0,77.0,77.0,74.0,72.0,47.0,75.0,64.0,81.0,73.0,69.0,68.0,80.0,78.0,73.0,https://cdn.sofifa.net/players/220/621/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algeria,1771703638-20,https://sofifa.com/squad/2417285?&showCol%5B%5D=ae&showCol%5B%5D=oa&showCol%5B%5D=pt&showCol%5B%5D=vl&showCol%5B%5D=wg&showCol%5B%5D=tt&showCol%5B%5D=t1&showCol%5B%5D=phy&showCol%5B%5D=def&showCol%5B%5D=dri&showCol%5B%5D=pas&showCol%5B%5D=sho&showCol%5B%5D=pac&showCol%5B%5D=hc&showCol%5B%5D=bt&showCol%5B%5D=ir&showCol%5B%5D=dw&showCol%5B%5D=t2&showCol%5B%5D=sk&showCol%5B%5D=wk&showCol%5B%5D=bs&showCol%5B%5D=aw&showCol%5B%5D=gr&showCol%5B%5D=gp&showCol%5B%5D=gc&showCol%5B%5D=gh&showCol%5B%5D=gd&showCol%5B%5D=tg&showCol%5B%5D=sl&showCol%5B%5D=sa&showCol%5B%5D=ma&showCol%5B%5D=td&showCol%5B%5D=cm&showCol%5B%5D=pe&showCol%5B%5D=vi&showCol%5B%5D=po&showCol%5B%5D=in&showCol%5B%5D=ar&showCol%5B%5D=te&showCol%5B%5D=ln&showCol%5B%5D=ps1&showCol%5B%5D=ps2&showCol%5B%5D=sr&showCol%5B%5D=ju&showCol%5B%5D=tp&showCol%5B%5D=so&showCol%5B%5D=ba&showCol%5B%5D=st&showCol%5B%5D=sp&showCol%5B%5D=ag&showCol%5B%5D=ac&showCol%5B%5D=to&showCol%5B%5D=re&showCol%5B%5D=tc&showCol%5B%5D=at&showCol%5B%5D=cp&showCol%5B%5D=cj&showCol%5B%5D=fr&showCol%5B%5D=lo&showCol%5B%5D=bl&showCol%5B%5D=cu&showCol%5B%5D=ts&showCol%5B%5D=dr&showCol%5B%5D=sh&showCol%5B%5D=vo&showCol%5B%5D=he&showCol%5B%5D=fi&showCol%5B%5D=cr&showCol%5B%5D=ta&showCol%5B%5D=rc&showCol%5B%5D=le&showCol%5B%5D=jt&showCol%5B%5D=bp&showCol%5B%5D=bo&showCol%5B%5D=pf&showCol%5B%5D=gu&showCol%5B%5D=wi&showCol%5B%5D=hi&showCol%5B%5D=by&showCol%5B%5D=pi,F. Chaïbi,Eintracht Frankfurt,CAM,SUB,2023 ~ 2028,2002,Controlled lengthy,2061,270670.0,"183cm 6'0""",79kg 174lbs,"Aug 30, 2023",€11.5M,€26K,€20.4M,Normal (170-185),348,381,363,346.0,352.0,213,58.0,431,CAM,,CAM,,Technical,,,,,22,76.0,81.0,78.0,79.0,71.0,67.0,79.0,52.0,77.0,78.0,69.0,80.0,77.0,70.0,69.0,https://cdn.sofifa.net/players/270/670/26_180.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
